Function,Method,Nests,Iterations,Dimension,NumProc,Time_ms
sphere,THREADS,5000,40,5000,,28016.2
sphere,PROCESS,5000,40,5000,44,24465
rosen,THREADS,5000,40,5000,,38084.8
rosen,PROCESS,5000,40,5000,44,31784.1
rastrigin,THREADS,5000,40,5000,,34937.2
rastrigin,PROCESS,5000,40,5000,44,26718
ackley,THREADS,5000,40,5000,,34053.2
ackley,PROCESS,5000,40,5000,44,26761
schwefel,THREADS,5000,40,5000,,34744.4
schwefel,PROCESS,5000,40,5000,44,28150.7
