Function,Method,Nests,Iterations,Dimension,NumProc,Time_ms
sphere,THREADS,5000,40,5000,,28661.4
sphere,PROCESS,5000,40,5000,24,18874.1
rosen,THREADS,5000,40,5000,,42973.8
rosen,PROCESS,5000,40,5000,24,29607.8
rastrigin,THREADS,5000,40,5000,,35404.6
rastrigin,PROCESS,5000,40,5000,24,23171.1
ackley,THREADS,5000,40,5000,,35646.7
ackley,PROCESS,5000,40,5000,24,23411.6
schwefel,THREADS,5000,40,5000,,37696.5
schwefel,PROCESS,5000,40,5000,24,25696.3
