Function,Method,Nests,Iterations,Dimension,NumProc,Time_ms
sphere,THREADS,5000,40,5000,,29159.6
sphere,PROCESS,5000,40,5000,16,16201.2
rosen,THREADS,5000,40,5000,,42797.6
rosen,PROCESS,5000,40,5000,16,27643.5
rastrigin,THREADS,5000,40,5000,,35575.6
rastrigin,PROCESS,5000,40,5000,16,20605.3
ackley,THREADS,5000,40,5000,,36723
ackley,PROCESS,5000,40,5000,16,21746.7
schwefel,THREADS,5000,40,5000,,40574.5
schwefel,PROCESS,5000,40,5000,16,24349
